label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
brine,Water saturated or nearly saturated with salt (NaCl).,"It is used (now less popular than historically) to preserve vegetables, fish, and meat.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00003044
land ice mass,An ice mass which has formed over land.,"Land ice is any part of the Earth's seasonal or perennial ice cover that has formed over land as the result, principally, of the freezing of precipitation; opposed to sea ice formed by the freezing of seawater.  Thus, an iceberg or tabular iceberg is land ice as well as its parent glacier, ice sheet, or ice shelf. The two major concentrations of land ice are the ice sheets of Greenland and Antarctica. Glaciers and ice caps are the other important forms; however, some members of the glaciology community hold that glaciers (i.e. rock glaciers) need not have any ice.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001547
marine oxygen minimum zone,A marine water mass which is characterized by having much lower than normal dissolved oxygen concentrations persistently.,"Low oxygen rates are typically due to the rate of respiration being greater than the rate of oxygen resupply, and are not necessarily due to anthropogenic activity.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000065
marine pycnocline,A pycnocline which is part of a marine water body and composed primarily of sea water.,Marine pycnoclines are usually associated with rapid changes in water temperature and salinity.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000077
marine thermocline,A thermocline which is part of a marine water body.,Marine thermoclines are usually associated with rapid changes in water density and salinity.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000075
methane gas emission process,A hydrocarbon gas emission process during which a portion of methane gas is transported into the atmosphere.,"Methane is emitted during the production and transport of coal, natural gas, and oil. Methane emissions also result from livestock and other agricultural practices and by the decay of organic waste in municipal solid waste landfills.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000094
multiyear ice formation process,"A sea ice formation process during which seawater freezes into second year ice during the cold season, forming multiyear ice.",Multiyear ice forms from second year ice which has previously survived at least two melt seasons.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000062
lake layer,A layer which is part of a lake.,Note that this class does not contain metalimnion as a subclass. The metaliminon is classified as a thermocline.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000283
ocean biome,A marine biome which is determined by an ocean.,"Ocean biomes are determined by major bodies of saline water, principal components of the hydrosphere. Approximately 71% of the Earth's surface is covered by ocean, a continuous body of water that is customarily divided into several principal oceans and smaller seas. More than half of this area is over 3,000 metres (9,800 ft) deep. Average oceanic salinity is around 35 parts per thousand (ppt) (3.5%), and nearly all seawater has a salinity in the range of 30 to 38 ppt.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000048
nivation,"A material transformation process during which recently precipitated, powdery snow transitions into firn or névé through compaction and/or through cycles of freezing and thawing.","Often, the weight of material deposited on top of powdery snow by, for example, mass wasting, can lead to nivation.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000003
continental crust,"A layer of igneous, sedimentary, and metamorphic rocks that forms continents and the areas of shallow seabed close to their shores, known as continental shelves.","On Earth, all continental crust ultimately derives from the fractional differentiation of oceanic crust over many eons.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000748
continental margin,"A slope which is part of the seafloor, descends from the continental crust to the oceanic crust, and comprises the continental shelf, continental slope, and continental rise.","On Earth, continental margins constitute about 28% of the oceanic area.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000298
methane-releasing thermokarst lake,"A thermokarst lake through which methane gas released from thawing permafrost, or other methane stores, rises and escapes to the atmosphere.","On Earth, the bright blue appearance, in the light spectrum visible to humans, is due to increased abundances of microorganisms attracted to sulfur compounds associated with the methane release.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000083
ocean acidification,Ocean acidification is a process during which the pH of a sea or ocean is lowered.,"On Earth, the major cause of ocean acidification is the update of carbon dioxide from the atmosphere.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000631
layer,"A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",Preliminary definition.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000281
polar desert biome,"A polar desert biome is a desert biome which is subject to low levels of insolation, annual precipitation less than 250 millimeters, and a mean temperature less than 10 degrees Celsius during its warmest month. Temperature changes in polar deserts frequently cross the freezing point of water.","Preliminary definition. The semantics and definitions of ""mediterranean"", ""subtropical"", ""tropical"", ""temperate"", ""polar"", and similar climate types may be transferred to an ""environmental condition"" class once the semantics of this class have been established.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000186
carbon dioxide emission process,A carbon emission process is any environmental process which releases carbon dioxide gas into the atmosphere.,Requested for SDGIO. This class may be revised in future once the offical definitions become more clear.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000769
subalpine,An altitudinal condition which inheres in a bearer by virtue of the bearer being located at an altitude immediately below the tree line of an elevation.,"Requested in Issue 33 of our tracker. The lower boundry of this condition's range, that is, the lower altitudinal limit of an elevation that is considuered subalpine, is not clear in this definition.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000341
alpine,An altitudinal condition which inheres in a bearer by virtue of the bearer having a monthly mean temperature is less than 10 degrees Celsius and being located at altitudes above the tree line and below the snowline.,Requested term with preliminary def. See Issue 29 on the envo tracker.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000340
rime,"Water ice which 1) has a white or milky and opaque appearance, 2) has a granular texture, and 3) is formed as a result of the deposition and rapid freezing of supercooled water drops as they make contact with an exposed object.","Rime is denser and harder than hoarfrost, but lighter, softer, and less transparent than glaze. Rime is composed essentially of discrete ice granules and has densities as low as 0.2-0.3 g cm-3. Glaze is generally continuous but with some air pockets and has much higher densities. Factors that favor rime formation are small drop size, slow accretion, a high degree of supercooling, and rapid dissipation of latent heat of fusion. The opposite effects favor glaze formation. Both rime and glaze occur when supercooled water drops strike an object at a temperature below freezing. Such formation on terrestrial objects constitutes an ice storm; on aircraft, it is called aircraft icing (where rime is known as rime ice). Either rime or glaze may form on snow crystals, droxtals, or other ice particles in the atmosphere. When such a deposit is wholly or chiefly of rime, snow pellets result; when most or all of the deposit is glaze, ordinary hail or ice pellets result. The alternating clear and opaque layers of some hailstones represent glaze and rime, deposited under varying conditions around the growing hailstone.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001848
sea ice hummock,"An elevation which is formed by pressure at the point of contact between ice floes, resulting in a conglomeration of broken ice.","Sea ice hummocks may be fresh or weathered. The weathering of hummocks is similar to young mountain peaks with steep slopes that erode into smooth, rolling hills, in this case during the summer melt season.  The submerged volume of broken ice under the hummock, forced downwards by pressure, is termed a bummock.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001537
second year ice formation,"A sea ice formation process during which seawater freezes onto first year ice during the cold season, forming second year sea ice.",Second year ice forms from first year ice which has previously survived one melt season.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000061
snowpack,A layer which consists of an accumulation of snow.,Snowpack is found in geographic regions experiencing cold weather for extended periods of time.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000116
